Orthogroup	Duplications (all)	Duplications (50% support)
OG0001395	0	0
OG0001396	0	0
OG0001397	0	0
OG0001398	0	0
OG0001399	0	0
OG0001400	0	0
OG0001401	0	0
OG0001402	0	0
OG0001403	0	0
OG0001404	0	0
OG0001405	0	0
OG0001406	0	0
OG0001407	0	0
OG0001408	0	0
OG0001409	0	0
OG0001410	0	0
OG0001411	2	2
OG0001412	1	1
OG0001413	0	0
OG0001414	0	0
OG0001415	0	0
OG0001416	0	0
OG0001417	0	0
OG0001418	1	1
OG0001419	0	0
OG0001420	0	0
OG0001421	0	0
OG0001422	0	0
OG0001423	0	0
OG0001424	1	0
OG0001425	0	0
OG0001426	0	0
OG0001427	0	0
OG0001428	0	0
OG0001429	0	0
OG0001430	0	0
OG0001431	0	0
OG0001432	0	0
OG0001433	0	0
OG0001434	0	0
OG0001435	0	0
OG0001436	0	0
OG0001437	0	0
OG0001438	0	0
OG0001439	0	0
OG0001440	1	1
OG0001441	1	1
OG0001442	0	0
OG0001443	0	0
OG0001444	1	1
OG0001445	0	0
OG0001446	1	1
OG0001447	0	0
OG0001448	0	0
OG0001449	0	0
OG0001450	0	0
OG0001451	0	0
OG0001452	0	0
OG0001453	0	0
OG0001454	0	0
OG0001455	0	0
OG0001456	0	0
OG0001457	0	0
OG0001458	0	0
OG0001459	0	0
OG0001460	0	0
OG0001461	1	1
OG0001462	1	0
OG0001463	1	1
OG0001464	0	0
OG0001465	0	0
OG0001466	0	0
OG0001467	0	0
OG0001468	0	0
OG0001469	0	0
OG0001470	0	0
OG0001471	0	0
OG0001472	1	0
OG0001473	0	0
OG0001474	0	0
OG0001475	0	0
OG0001476	0	0
OG0001477	0	0
OG0001478	0	0
OG0001479	0	0
OG0001480	0	0
OG0001481	0	0
OG0001482	0	0
OG0001483	0	0
OG0001484	0	0
OG0001485	0	0
OG0001486	0	0
OG0001487	0	0
OG0001488	0	0
OG0001489	0	0
OG0001490	0	0
OG0001491	3	3
OG0001492	0	0
OG0001493	0	0
OG0001494	0	0
OG0001495	0	0
OG0001496	0	0
OG0001497	0	0
OG0001498	0	0
OG0001499	0	0
OG0001500	0	0
OG0001501	0	0
OG0001502	0	0
OG0001503	0	0
OG0001504	0	0
OG0001505	0	0
OG0001506	0	0
OG0001507	0	0
OG0001508	1	1
OG0001509	0	0
OG0001510	0	0
OG0001511	0	0
OG0001512	0	0
OG0001513	0	0
OG0001514	0	0
OG0001515	0	0
OG0001516	0	0
OG0001517	0	0
OG0001518	0	0
OG0001519	0	0
OG0001520	0	0
OG0001521	0	0
OG0001522	0	0
OG0001523	0	0
OG0001524	0	0
OG0001525	1	1
OG0001526	0	0
OG0001527	0	0
OG0001528	0	0
OG0001529	0	0
OG0001530	1	0
OG0001531	1	1
OG0001532	2	2
OG0001533	2	2
OG0001534	1	0
OG0001535	3	3
OG0001536	3	2
OG0001537	0	0
OG0001538	3	3
OG0001539	3	3
OG0001540	1	1
OG0001541	2	0
OG0001542	1	1
OG0001543	5	5
OG0001544	0	0
OG0001545	0	0
OG0001546	0	0
OG0001547	0	0
OG0001548	0	0
OG0001549	0	0
OG0001550	0	0
OG0001551	2	2
OG0001552	0	0
OG0001553	0	0
OG0001554	0	0
OG0001555	0	0
OG0001556	0	0
OG0001557	0	0
OG0001558	0	0
OG0001559	0	0
OG0001560	0	0
OG0001561	0	0
OG0001562	0	0
OG0001563	0	0
OG0001564	0	0
OG0001565	0	0
OG0001566	0	0
OG0001567	0	0
OG0001568	0	0
OG0001569	0	0
OG0001570	1	1
OG0001571	0	0
OG0001572	0	0
OG0001573	0	0
OG0001574	0	0
OG0001575	0	0
OG0001576	0	0
OG0001577	0	0
OG0001578	0	0
OG0001579	0	0
OG0001580	1	1
OG0001581	0	0
OG0001582	0	0
OG0001583	1	1
OG0001584	0	0
OG0001585	0	0
OG0001586	0	0
OG0001587	0	0
OG0001588	0	0
OG0001589	0	0
OG0001590	0	0
OG0001591	0	0
OG0001592	0	0
OG0001593	0	0
OG0001594	0	0
OG0001595	0	0
OG0001596	0	0
OG0001597	0	0
OG0001598	0	0
OG0001599	0	0
OG0001600	0	0
OG0001601	0	0
OG0001602	0	0
OG0001603	0	0
OG0001604	0	0
OG0001605	0	0
OG0001606	0	0
OG0001607	0	0
OG0001608	0	0
OG0001609	0	0
OG0001610	0	0
OG0001611	0	0
OG0001612	0	0
OG0001613	0	0
OG0001614	0	0
OG0001615	0	0
OG0001616	0	0
OG0001617	0	0
OG0001618	0	0
OG0001619	0	0
OG0001620	0	0
OG0001621	0	0
OG0001622	0	0
OG0001623	0	0
OG0001624	0	0
OG0001625	0	0
OG0001626	0	0
OG0001627	0	0
OG0001628	0	0
OG0001629	0	0
OG0001630	0	0
OG0001631	0	0
OG0001632	0	0
OG0001633	0	0
OG0001634	0	0
OG0001635	0	0
OG0001636	0	0
OG0001637	0	0
OG0001638	0	0
OG0001639	0	0
OG0001640	0	0
OG0001641	0	0
OG0001642	0	0
OG0001643	0	0
OG0001644	0	0
OG0001645	0	0
OG0001646	0	0
OG0001647	0	0
OG0001648	0	0
OG0001649	0	0
OG0001650	0	0
OG0001651	0	0
OG0001652	0	0
OG0001653	0	0
OG0001654	0	0
OG0001655	0	0
OG0001656	0	0
OG0001657	0	0
OG0001658	0	0
OG0001659	0	0
OG0001660	0	0
OG0001661	0	0
OG0001662	0	0
OG0001663	0	0
OG0001664	0	0
OG0001665	0	0
OG0001666	0	0
OG0001667	0	0
OG0001668	0	0
OG0001669	0	0
OG0001670	0	0
OG0001671	0	0
OG0001672	0	0
OG0001673	0	0
OG0001674	0	0
OG0001675	0	0
OG0001676	0	0
OG0001677	0	0
OG0001678	0	0
OG0001679	0	0
OG0001680	0	0
OG0001681	0	0
OG0001682	0	0
OG0001683	0	0
OG0001684	0	0
OG0001685	0	0
OG0001686	0	0
OG0001687	0	0
OG0001688	0	0
OG0001689	0	0
OG0001690	0	0
OG0001691	0	0
OG0001692	0	0
OG0001693	0	0
OG0001694	0	0
OG0001695	0	0
OG0001696	0	0
OG0001697	0	0
OG0001698	0	0
OG0001699	0	0
OG0001700	0	0
OG0001701	0	0
OG0001702	0	0
OG0001703	0	0
OG0001704	0	0
OG0001705	0	0
OG0001706	0	0
OG0001707	0	0
OG0001708	0	0
OG0001709	0	0
OG0001710	0	0
OG0001711	0	0
OG0001712	0	0
OG0001713	0	0
OG0001714	0	0
OG0001715	0	0
OG0001716	0	0
OG0001717	0	0
OG0001718	0	0
OG0001719	0	0
OG0001720	1	1
OG0001721	0	0
OG0001722	0	0
OG0001723	0	0
OG0001724	1	1
OG0001725	0	0
OG0001726	0	0
OG0001727	0	0
OG0001728	0	0
OG0001729	0	0
OG0001730	0	0
OG0001731	0	0
OG0001732	0	0
OG0001733	0	0
OG0001734	0	0
OG0001735	0	0
OG0001736	0	0
OG0001737	0	0
OG0001738	0	0
OG0001739	0	0
OG0001740	0	0
OG0001741	0	0
OG0001742	0	0
OG0001743	0	0
OG0001744	0	0
OG0001745	0	0
OG0001746	0	0
OG0001747	0	0
OG0001748	0	0
OG0001749	2	0
OG0001750	0	0
OG0001751	0	0
OG0001752	0	0
OG0001753	0	0
OG0001754	1	0
OG0001755	0	0
OG0001756	0	0
OG0001757	0	0
OG0001758	0	0
OG0001759	0	0
OG0001760	0	0
OG0001761	0	0
OG0001762	0	0
OG0001763	0	0
OG0001764	0	0
OG0001765	0	0
OG0001766	0	0
OG0001767	0	0
OG0001768	0	0
OG0001769	0	0
OG0001770	0	0
OG0001771	0	0
OG0001772	0	0
OG0001773	0	0
OG0001774	0	0
OG0001775	0	0
OG0001776	0	0
OG0001777	0	0
OG0001778	0	0
OG0001779	0	0
OG0001780	0	0
OG0001781	0	0
OG0001782	0	0
OG0001783	0	0
OG0001784	0	0
OG0001785	0	0
OG0001786	0	0
OG0001787	0	0
OG0001788	0	0
OG0001789	0	0
OG0001790	0	0
OG0001791	0	0
OG0001792	0	0
OG0001793	0	0
OG0001794	0	0
OG0001795	0	0
OG0001796	0	0
OG0001797	0	0
OG0001798	0	0
OG0001799	0	0
OG0001800	0	0
OG0001801	0	0
OG0001802	0	0
OG0001803	0	0
OG0001804	0	0
OG0001805	0	0
OG0001806	0	0
OG0001807	0	0
OG0001808	1	1
OG0001809	0	0
OG0001810	0	0
OG0001811	0	0
OG0001812	0	0
OG0001813	0	0
OG0001814	0	0
OG0001815	0	0
OG0001816	0	0
OG0001817	0	0
OG0001818	0	0
OG0001819	0	0
OG0001820	0	0
OG0001821	0	0
OG0001822	0	0
OG0001823	1	1
OG0001824	0	0
OG0001825	0	0
OG0001826	0	0
OG0001827	0	0
OG0001828	2	2
OG0001829	1	1
OG0001830	0	0
OG0001831	0	0
OG0001832	0	0
OG0001833	0	0
OG0001834	0	0
OG0001835	0	0
OG0001836	0	0
OG0001837	0	0
OG0001838	0	0
OG0001839	0	0
OG0001840	0	0
OG0001841	0	0
OG0001842	0	0
OG0001843	0	0
OG0001844	0	0
OG0001845	0	0
OG0001846	1	1
OG0001847	0	0
OG0001848	0	0
OG0001849	0	0
OG0001850	0	0
OG0001851	0	0
OG0001852	0	0
OG0001853	0	0
OG0001854	0	0
OG0001855	2	1
OG0001856	0	0
OG0001857	0	0
OG0001858	0	0
OG0001859	0	0
OG0001860	0	0
OG0001861	0	0
OG0001862	0	0
OG0001863	0	0
OG0001864	0	0
OG0001865	0	0
OG0001866	0	0
OG0001867	0	0
OG0001868	0	0
OG0001869	0	0
OG0001870	0	0
OG0001871	0	0
OG0001872	0	0
OG0001873	0	0
OG0001874	0	0
OG0001875	0	0
OG0001876	0	0
OG0001877	1	0
OG0001878	0	0
OG0001879	0	0
OG0001880	0	0
OG0001881	0	0
OG0001882	0	0
OG0001883	0	0
OG0001884	0	0
OG0001885	1	1
OG0001886	0	0
OG0001887	0	0
OG0001888	0	0
OG0001889	0	0
OG0001890	0	0
OG0001891	0	0
OG0001892	0	0
OG0001893	0	0
OG0001894	0	0
OG0001895	0	0
OG0001896	0	0
OG0001897	0	0
OG0001898	0	0
OG0001899	0	0
OG0001900	0	0
OG0001901	2	2
OG0001902	0	0
OG0001903	0	0
OG0001904	0	0
OG0001905	0	0
OG0001906	0	0
OG0001907	0	0
OG0001908	0	0
OG0001909	0	0
OG0001910	0	0
OG0001911	0	0
OG0001912	0	0
OG0001913	0	0
OG0001914	0	0
OG0001915	0	0
OG0001916	0	0
OG0001917	0	0
OG0001918	0	0
OG0001919	0	0
OG0001920	0	0
OG0001921	0	0
OG0001922	0	0
OG0001923	0	0
OG0001924	0	0
OG0001925	0	0
OG0001926	0	0
OG0001927	0	0
OG0001928	0	0
OG0001929	0	0
OG0001930	0	0
OG0001931	0	0
OG0001932	0	0
OG0001933	0	0
OG0001934	0	0
OG0001935	0	0
OG0001936	0	0
OG0001937	0	0
OG0001938	0	0
OG0001939	0	0
OG0001940	0	0
OG0001941	1	1
OG0001942	0	0
OG0001943	0	0
OG0001944	0	0
OG0001945	0	0
OG0001946	0	0
OG0001947	0	0
OG0001948	0	0
OG0001949	0	0
OG0001950	0	0
OG0001951	0	0
OG0001952	0	0
OG0001953	0	0
OG0001954	0	0
OG0001955	0	0
OG0001956	0	0
OG0001957	0	0
OG0001958	0	0
OG0001959	0	0
OG0001960	0	0
OG0001961	0	0
OG0001962	0	0
OG0001963	0	0
OG0001964	0	0
OG0001965	0	0
OG0001966	0	0
OG0001967	0	0
OG0001968	0	0
OG0001969	0	0
OG0001970	0	0
OG0001971	0	0
OG0001972	0	0
OG0001973	0	0
OG0001974	0	0
OG0001975	0	0
OG0001976	0	0
OG0001977	0	0
OG0001978	0	0
OG0001979	0	0
OG0001980	0	0
OG0001981	0	0
OG0001982	0	0
OG0001983	0	0
OG0001984	0	0
OG0001985	1	1
OG0001986	0	0
OG0001987	0	0
OG0001988	1	1
OG0001989	0	0
OG0001990	0	0
OG0001991	0	0
OG0001992	0	0
OG0001993	0	0
OG0001994	0	0
OG0001995	0	0
OG0001996	1	0
OG0001997	0	0
OG0001998	0	0
OG0001999	0	0
OG0002000	0	0
OG0002001	0	0
OG0002002	0	0
OG0002003	0	0
OG0002004	0	0
OG0002005	0	0
OG0002006	0	0
OG0002007	0	0
OG0002008	0	0
OG0002009	0	0
OG0002010	0	0
OG0002011	0	0
OG0002012	0	0
OG0002013	0	0
OG0002014	0	0
OG0002015	0	0
OG0002016	1	1
OG0002017	0	0
OG0002018	0	0
OG0002019	0	0
OG0002020	0	0
OG0002021	0	0
OG0002022	0	0
OG0002023	0	0
OG0002024	0	0
OG0002025	0	0
OG0002026	0	0
OG0002027	0	0
OG0002028	0	0
OG0002029	0	0
OG0002030	0	0
OG0002031	0	0
OG0002032	0	0
OG0002033	0	0
OG0002034	0	0
OG0002035	0	0
OG0002036	0	0
OG0002037	0	0
OG0002038	0	0
OG0002039	0	0
OG0002040	0	0
OG0002041	0	0
OG0002042	0	0
OG0002043	0	0
OG0002044	1	1
OG0002045	0	0
OG0002046	0	0
OG0002047	0	0
OG0002048	0	0
OG0002049	0	0
OG0002050	0	0
OG0002051	0	0
OG0002052	0	0
OG0002053	0	0
OG0002054	0	0
OG0002055	0	0
OG0002056	0	0
OG0002057	0	0
OG0002058	0	0
OG0002059	0	0
OG0002060	0	0
OG0002061	0	0
OG0002062	0	0
OG0002063	0	0
OG0002064	0	0
OG0002065	0	0
OG0002066	0	0
OG0002067	0	0
OG0002068	0	0
OG0002069	0	0
OG0002070	0	0
OG0002071	0	0
OG0002072	0	0
OG0002073	0	0
OG0002074	0	0
OG0002075	0	0
OG0002076	0	0
OG0002077	0	0
OG0002078	0	0
OG0002079	0	0
OG0002080	0	0
OG0002081	1	0
OG0002082	0	0
OG0002083	1	1
OG0002084	0	0
OG0002085	0	0
OG0002086	0	0
OG0002087	0	0
OG0002088	0	0
OG0002089	0	0
OG0002090	1	0
OG0002091	0	0
OG0002092	0	0
OG0002093	0	0
OG0002094	0	0
OG0002095	0	0
OG0002096	0	0
OG0002097	0	0
OG0002098	0	0
OG0002099	0	0
OG0002100	0	0
OG0002101	0	0
OG0002102	0	0
OG0002103	0	0
OG0002104	0	0
OG0002105	0	0
OG0002106	0	0
OG0002107	0	0
OG0002108	0	0
OG0002109	0	0
OG0002110	0	0
OG0002111	0	0
OG0002112	0	0
OG0002113	0	0
OG0002114	0	0
OG0002115	0	0
OG0002116	0	0
OG0002117	0	0
OG0002118	0	0
OG0002119	0	0
OG0002120	0	0
OG0002121	0	0
OG0002122	0	0
OG0002123	0	0
OG0002124	0	0
OG0002125	0	0
OG0002126	0	0
OG0002127	0	0
OG0002128	0	0
OG0002129	0	0
OG0002130	0	0
OG0002131	0	0
OG0002132	0	0
OG0002133	1	0
OG0002134	0	0
OG0002135	0	0
OG0002136	0	0
OG0002137	0	0
OG0002138	0	0
OG0002139	0	0
OG0002140	0	0
OG0002141	0	0
OG0002142	0	0
OG0002143	0	0
OG0002144	0	0
OG0002145	0	0
OG0002146	0	0
OG0002147	0	0
OG0002148	0	0
OG0002149	0	0
OG0002150	0	0
OG0002151	0	0
OG0002152	0	0
OG0002153	0	0
OG0002154	0	0
OG0002155	0	0
OG0002156	0	0
OG0002157	0	0
OG0002158	0	0
OG0002159	0	0
OG0002160	0	0
OG0002161	0	0
OG0002162	0	0
OG0002163	0	0
OG0002164	0	0
OG0002165	0	0
OG0002166	0	0
OG0002167	0	0
OG0002168	0	0
OG0002169	0	0
OG0002170	0	0
OG0002171	0	0
OG0002172	0	0
OG0002173	0	0
OG0002174	0	0
OG0002175	0	0
OG0002176	0	0
OG0002177	0	0
OG0002178	0	0
OG0002179	0	0
OG0002180	0	0
OG0002181	0	0
OG0002182	0	0
OG0002183	0	0
OG0002184	0	0
OG0002185	0	0
OG0002186	0	0
OG0002187	0	0
OG0002188	0	0
OG0002189	0	0
OG0002190	0	0
OG0002191	0	0
OG0002192	0	0
OG0002193	0	0
OG0002194	0	0
OG0002195	0	0
OG0002196	0	0
OG0002197	0	0
OG0002198	0	0
OG0002199	0	0
OG0002200	0	0
OG0002201	0	0
OG0002202	0	0
OG0002203	0	0
OG0002204	0	0
OG0002205	1	1
OG0002206	0	0
OG0002207	0	0
OG0002208	0	0
OG0002209	0	0
OG0002210	0	0
OG0002211	0	0
OG0002212	0	0
OG0002213	0	0
OG0002214	0	0
OG0002215	0	0
OG0002216	0	0
OG0002217	0	0
OG0002218	0	0
OG0002219	0	0
OG0002220	0	0
OG0002221	0	0
OG0002222	0	0
OG0002223	0	0
OG0002224	0	0
OG0002225	0	0
OG0002226	0	0
OG0002227	0	0
OG0002228	0	0
OG0002229	0	0
OG0002230	0	0
OG0002231	0	0
OG0002232	0	0
OG0002233	0	0
OG0002234	0	0
OG0002235	0	0
OG0002236	0	0
OG0002237	0	0
OG0002238	0	0
OG0002239	0	0
OG0002240	0	0
OG0002241	0	0
OG0002242	0	0
OG0002243	2	2
OG0002244	0	0
OG0002245	0	0
OG0002246	0	0
OG0002247	0	0
OG0002248	0	0
OG0002249	0	0
OG0002250	0	0
OG0002251	0	0
OG0002252	0	0
OG0002253	0	0
OG0002254	0	0
OG0002255	0	0
OG0002256	0	0
OG0002257	0	0
OG0002258	0	0
OG0002259	0	0
OG0002260	0	0
OG0002261	0	0
OG0002262	0	0
OG0002263	0	0
OG0002264	0	0
OG0002265	0	0
OG0002266	0	0
OG0002267	0	0
OG0002268	0	0
OG0002269	0	0
OG0002270	0	0
OG0002271	0	0
OG0002272	0	0
OG0002273	0	0
OG0002274	0	0
OG0002275	0	0
OG0002276	0	0
OG0002277	0	0
OG0002278	0	0
OG0002279	0	0
OG0002280	0	0
OG0002281	0	0
OG0002282	0	0
OG0002283	0	0
OG0002284	0	0
OG0002285	0	0
OG0002286	0	0
OG0002287	0	0
OG0002288	0	0
OG0002289	0	0
OG0002290	0	0
OG0002291	0	0
OG0002292	0	0
OG0002293	0	0
OG0002294	1	0
OG0002295	0	0
OG0002296	0	0
OG0002297	0	0
OG0002298	0	0
OG0002299	0	0
OG0002300	0	0
OG0002301	0	0
OG0002302	1	0
OG0002303	0	0
OG0002304	0	0
OG0002305	0	0
OG0002306	0	0
OG0002307	0	0
OG0002308	0	0
OG0002309	0	0
OG0002310	0	0
OG0002311	0	0
OG0002312	0	0
OG0002313	0	0
OG0002314	0	0
OG0002315	0	0
OG0002316	0	0
OG0002317	0	0
OG0002318	0	0
OG0002319	0	0
OG0002320	0	0
OG0002321	0	0
OG0002322	0	0
OG0002323	0	0
OG0002324	0	0
OG0002325	0	0
OG0002326	0	0
OG0002327	0	0
OG0002328	0	0
OG0002329	0	0
OG0002330	0	0
OG0002331	0	0
OG0002332	0	0
OG0002333	0	0
OG0002334	0	0
OG0002335	0	0
OG0002336	0	0
OG0002337	0	0
OG0002338	0	0
OG0002339	0	0
OG0002340	0	0
OG0002341	0	0
OG0002342	0	0
OG0002343	0	0
OG0002344	0	0
OG0002345	0	0
OG0002346	0	0
OG0002347	1	0
OG0002348	0	0
OG0002349	0	0
OG0002350	0	0
OG0002351	0	0
OG0002352	0	0
OG0002353	0	0
OG0002354	1	1
OG0002355	0	0
OG0002356	0	0
OG0002357	0	0
OG0002358	0	0
OG0002359	0	0
OG0002360	0	0
OG0002361	0	0
OG0002362	0	0
OG0002363	0	0
OG0002364	0	0
OG0002365	0	0
OG0002366	0	0
OG0002367	1	1
OG0002368	0	0
OG0002369	0	0
OG0002370	0	0
OG0002371	0	0
OG0002372	0	0
OG0002373	0	0
OG0002374	0	0
OG0002375	0	0
OG0002376	0	0
OG0002377	0	0
OG0002378	0	0
OG0002379	0	0
OG0002380	0	0
OG0002381	0	0
OG0002382	0	0
OG0002383	0	0
OG0002384	0	0
OG0002385	0	0
OG0002386	0	0
OG0002387	0	0
OG0002388	0	0
OG0002389	0	0
OG0002390	0	0
OG0002391	0	0
OG0002392	0	0
OG0002393	0	0
OG0002394	0	0
OG0002395	0	0
OG0002396	0	0
OG0002397	0	0
OG0002398	0	0
OG0002399	0	0
OG0002400	0	0
OG0002401	0	0
OG0002402	0	0
OG0002403	0	0
OG0002404	0	0
OG0002405	0	0
OG0002406	0	0
OG0002407	0	0
OG0002408	0	0
OG0002409	0	0
OG0002410	0	0
OG0002411	0	0
OG0002412	0	0
OG0002413	0	0
OG0002414	0	0
OG0002415	0	0
OG0002416	0	0
OG0002417	0	0
OG0002418	0	0
OG0002419	0	0
OG0002420	0	0
OG0002421	0	0
OG0002422	0	0
OG0002423	0	0
OG0002424	0	0
OG0002425	0	0
OG0002426	0	0
OG0002427	0	0
OG0002428	0	0
OG0002429	0	0
OG0002430	0	0
OG0002431	0	0
OG0002432	0	0
OG0002433	0	0
OG0002434	0	0
OG0002435	0	0
OG0002436	0	0
OG0002437	0	0
OG0002438	0	0
OG0002439	0	0
OG0002440	0	0
OG0002441	0	0
OG0002442	0	0
OG0002443	1	0
OG0002444	0	0
OG0002445	0	0
OG0002446	0	0
OG0002447	0	0
OG0002448	0	0
OG0002449	0	0
OG0002450	0	0
OG0002451	0	0
OG0002452	0	0
OG0002453	0	0
OG0002454	0	0
OG0002455	0	0
OG0002456	0	0
OG0002457	0	0
OG0002458	0	0
OG0002459	0	0
OG0002460	0	0
OG0002461	0	0
OG0002462	0	0
OG0002463	0	0
OG0002464	0	0
OG0002465	0	0
OG0002466	0	0
OG0002467	0	0
OG0002468	0	0
OG0002469	0	0
OG0002470	0	0
OG0002471	0	0
OG0002472	0	0
OG0002473	0	0
OG0002474	0	0
OG0002475	0	0
OG0002476	0	0
OG0002477	0	0
OG0002478	0	0
OG0002479	0	0
OG0002480	0	0
OG0002481	0	0
OG0002482	0	0
OG0002483	0	0
OG0002484	0	0
OG0002485	0	0
OG0002486	0	0
OG0002487	0	0
OG0002488	0	0
OG0002489	0	0
OG0002490	0	0
OG0002491	0	0
OG0002492	0	0
OG0002493	0	0
OG0002494	0	0
OG0002495	0	0
OG0002496	0	0
OG0002497	0	0
OG0002498	0	0
OG0002499	0	0
OG0002500	0	0
OG0002501	0	0
OG0002502	0	0
OG0002503	0	0
OG0002504	0	0
OG0002505	0	0
OG0002506	0	0
OG0002507	0	0
OG0002508	0	0
OG0002509	0	0
OG0002510	0	0
OG0002511	0	0
OG0002512	0	0
OG0002513	0	0
OG0002514	0	0
OG0002515	0	0
OG0002516	0	0
OG0002517	0	0
OG0002518	0	0
OG0002519	0	0
OG0002520	0	0
OG0002521	0	0
OG0002522	0	0
OG0002523	0	0
OG0002524	0	0
OG0002525	0	0
OG0002526	0	0
OG0002527	0	0
OG0002528	0	0
OG0002529	0	0
OG0002530	0	0
OG0002531	0	0
OG0002532	0	0
OG0002533	0	0
OG0002534	0	0
OG0002535	0	0
OG0002536	0	0
OG0002537	0	0
OG0002538	0	0
OG0002539	0	0
OG0002540	0	0
OG0002541	0	0
OG0002542	0	0
OG0002543	0	0
OG0002544	0	0
OG0002545	0	0
OG0002546	0	0
OG0002547	0	0
OG0002548	0	0
OG0002549	0	0
OG0002550	0	0
OG0002551	0	0
OG0002552	0	0
OG0002553	0	0
OG0002554	0	0
OG0002555	0	0
OG0002556	0	0
OG0002557	0	0
OG0002558	0	0
OG0002559	0	0
OG0002560	0	0
OG0002561	0	0
OG0002562	0	0
OG0002563	0	0
OG0002564	0	0
OG0002565	0	0
OG0002566	0	0
OG0002567	0	0
OG0002568	0	0
OG0002569	0	0
OG0002570	0	0
OG0002571	0	0
OG0002572	0	0
OG0002573	0	0
OG0002574	0	0
OG0002575	0	0
OG0002576	0	0
OG0002577	0	0
OG0002578	0	0
OG0002579	0	0
OG0002580	0	0
OG0002581	0	0
OG0002582	0	0
OG0002583	0	0
OG0002584	0	0
OG0002585	0	0
OG0002586	0	0
OG0002587	0	0
OG0002588	0	0
OG0002589	0	0
OG0002590	0	0
OG0002591	0	0
OG0002592	0	0
OG0002593	0	0
OG0002594	0	0
OG0002595	0	0
OG0002596	0	0
OG0002597	0	0
OG0002598	0	0
OG0002599	0	0
OG0002600	0	0
OG0002601	0	0
OG0002602	0	0
OG0002603	0	0
OG0002604	0	0
OG0002605	0	0
OG0002606	0	0
OG0002607	0	0
OG0002608	0	0
OG0002609	0	0
OG0002610	0	0
OG0002611	2	1
OG0002612	0	0
OG0002613	0	0
OG0002614	0	0
OG0002615	0	0
OG0002616	0	0
OG0002617	0	0
OG0002618	0	0
OG0002619	0	0
OG0002620	0	0
OG0002621	0	0
OG0002622	0	0
OG0002623	0	0
OG0002624	0	0
OG0002625	0	0
OG0002626	0	0
OG0002627	0	0
OG0002628	0	0
OG0002629	0	0
OG0002630	0	0
OG0002631	0	0
OG0002632	0	0
OG0002633	0	0
OG0002634	1	1
OG0002635	0	0
OG0002636	1	0
OG0002637	0	0
OG0002638	0	0
OG0002639	0	0
OG0002640	0	0
OG0002641	0	0
OG0002642	0	0
OG0002643	0	0
OG0002644	0	0
OG0002645	0	0
OG0002646	1	1
OG0002647	0	0
OG0002648	0	0
OG0002649	0	0
OG0002650	0	0
OG0002651	0	0
OG0002652	0	0
OG0002653	0	0
OG0002654	0	0
OG0002655	0	0
OG0002656	0	0
OG0002657	0	0
OG0002658	0	0
OG0002659	0	0
OG0002660	0	0
OG0002661	0	0
OG0002662	0	0
OG0002663	0	0
OG0002664	0	0
OG0002665	0	0
OG0002666	0	0
OG0002667	0	0
OG0002668	0	0
OG0002669	0	0
OG0002670	0	0
OG0002671	0	0
OG0002672	0	0
OG0002673	0	0
OG0002674	0	0
OG0002675	0	0
OG0002676	0	0
OG0002677	0	0
OG0002678	0	0
OG0002679	0	0
OG0002680	0	0
OG0002681	0	0
OG0002682	0	0
OG0002683	0	0
OG0002684	0	0
OG0002685	0	0
OG0002686	0	0
OG0002687	0	0
OG0002688	0	0
OG0002689	0	0
OG0002690	0	0
OG0002691	0	0
OG0002692	0	0
OG0002693	0	0
OG0002694	0	0
OG0002695	0	0
OG0002696	0	0
OG0002697	0	0
OG0002698	0	0
OG0002699	0	0
OG0002700	0	0
OG0002701	0	0
OG0002702	0	0
OG0002703	1	0
OG0002704	1	0
OG0002705	1	0
OG0002706	0	0
OG0002707	0	0
OG0002708	0	0
OG0002709	0	0
OG0002710	0	0
OG0002711	0	0
OG0002712	0	0
OG0002713	0	0
OG0002714	0	0
OG0002715	0	0
OG0002716	0	0
OG0002717	0	0
OG0002718	0	0
OG0002719	0	0
OG0002720	0	0
OG0002721	0	0
OG0002722	0	0
OG0002723	0	0
OG0002724	0	0
OG0002725	0	0
OG0002726	0	0
OG0002727	1	1
OG0002728	1	1
OG0002729	1	1
OG0002730	0	0
OG0002731	0	0
OG0002732	0	0
OG0002733	0	0
OG0002734	0	0
OG0002735	0	0
OG0002736	0	0
OG0002737	0	0
OG0002738	0	0
OG0002739	0	0
OG0002740	0	0
OG0002741	0	0
OG0002742	0	0
OG0002743	0	0
OG0002744	0	0
OG0002745	0	0
OG0002746	0	0
OG0002747	0	0
OG0002748	0	0
OG0002749	0	0
OG0002750	0	0
OG0002751	0	0
OG0002752	0	0
OG0002753	0	0
OG0002754	0	0
OG0002755	0	0
OG0002756	0	0
OG0002757	0	0
OG0002758	2	1
OG0002759	0	0
OG0002760	0	0
OG0002761	0	0
OG0002762	0	0
OG0002763	0	0
OG0002764	1	1
OG0002765	0	0
OG0002766	0	0
OG0002767	0	0
OG0002768	0	0
OG0002769	0	0
OG0002770	0	0
OG0002771	0	0
OG0002772	0	0
OG0002773	0	0
OG0002774	0	0
OG0002775	0	0
OG0002776	0	0
OG0002777	0	0
OG0002778	0	0
OG0002779	0	0
OG0002780	0	0
OG0002781	0	0
OG0002782	0	0
OG0002783	0	0
OG0002784	0	0
OG0002785	0	0
OG0002786	1	1
OG0002787	0	0
OG0002788	0	0
OG0002789	0	0
OG0002790	0	0
OG0002791	0	0
